ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S27459,C09085,2025-01-16,Clutch Replacement,243.0
S135802,C45232,2023-04-03,Coolant Flush,430.0
S135801,C45232,2023-04-10,Transmission Check,218.0
S110084,C36670,2022-07-17,Oil Change,386.0
S110083,C36670,2021-07-12,Clutch Replacement,276.0
S59166,C19653,2024-01-25,Battery Replacement,406.0
S60801,C20202,2022-07-17,Clutch Replacement,478.0
S60802,C20202,2022-09-16,Clutch Replacement,498.0
S106648,C35497,2024-01-11,Wheel Alignment,184.0
S106650,C35497,2023-03-10,Transmission Check,67.0
S129777,C43205,2024-05-07,Air Filter Replacement,409.0
S129776,C43205,2024-10-23,Coolant Flush,126.0
S132689,C44189,2024-09-16,Transmission Check,359.0
S132688,C44189,2022-01-10,Battery Replacement,369.0
S93843,C31215,2022-02-19,Battery Replacement,72.0
S119107,C39677,2023-03-07,Oil Change,421.0
S119108,C39677,2025-08-31,Spark Plug Replacement,130.0
S119110,C39677,2022-09-03,Coolant Flush,232.0
S46562,C15430,2024-11-08,Coolant Flush,299.0
S46563,C15430,2021-07-17,Spark Plug Replacement,410.0
S46561,C15430,2025-06-23,Coolant Flush,492.0
S93012,C30940,2025-03-04,Suspension Check,407.0
S93864,C31222,2025-02-25,Major Service,233.0
S102784,C34202,2020-10-24,Transmission Check,107.0
S102782,C34202,2022-11-14,Major Service,229.0
S146849,C48936,2021-03-16,Oil Change,447.0
S141552,C47151,2023-02-25,Suspension Check,112.0
S141553,C47151,2024-11-13,Tire Replacement,386.0
S73528,C24411,2024-07-15,Coolant Flush,68.0
S73530,C24411,2024-03-17,Wheel Alignment,178.0
S73529,C24411,2022-02-04,Transmission Check,230.0
S141900,C47268,2021-12-05,Spark Plug Replacement,409.0
S141897,C47268,2022-06-11,Oil Change,485.0
S141898,C47268,2023-04-10,Clutch Replacement,449.0
S99619,C33142,2020-10-18,Battery Replacement,252.0
S99620,C33142,2024-03-06,Transmission Check,445.0
S37974,C12587,2023-09-07,Brake Replacement,466.0
S37973,C12587,2021-07-12,Wheel Alignment,78.0
S37975,C12587,2021-10-24,Major Service,402.0
S91521,C30438,2021-11-07,Spark Plug Replacement,114.0
S91519,C30438,2020-09-25,Suspension Check,100.0
S40226,C13329,2024-11-17,Air Filter Replacement,194.0
S40223,C13329,2020-11-15,Wheel Alignment,387.0
S40227,C13329,2023-06-25,Transmission Check,114.0
S86333,C28699,2025-05-14,Suspension Check,422.0
S86334,C28699,2022-12-22,Clutch Replacement,261.0
S86332,C28699,2024-03-24,Suspension Check,289.0
S12919,C04297,2025-01-08,Suspension Check,70.0
S114179,C38037,2025-05-03,Battery Replacement,289.0
S114178,C38037,2020-10-22,Wheel Alignment,253.0
S14323,C04751,2021-07-28,Major Service,480.0
S14322,C04751,2022-05-22,Air Filter Replacement,467.0
S133175,C44355,2023-01-16,Tire Replacement,107.0
S133176,C44355,2024-07-20,Clutch Replacement,115.0
S57992,C19241,2022-02-08,Clutch Replacement,129.0
S109042,C36310,2023-05-23,Major Service,379.0
S109041,C36310,2022-09-08,Spark Plug Replacement,448.0
S109043,C36310,2022-10-03,Transmission Check,171.0
S73271,C24334,2022-03-22,Oil Change,53.0
S68930,C22908,2021-01-01,Clutch Replacement,172.0
S68932,C22908,2021-08-06,Suspension Check,360.0
S68931,C22908,2021-09-01,Oil Change,400.0
S59944,C19923,2023-12-14,Battery Replacement,165.0
S84978,C28246,2024-10-25,Wheel Alignment,95.0
S49031,C16262,2021-08-25,Tire Replacement,500.0
S123658,C41176,2021-05-07,Air Filter Replacement,285.0
S108290,C36058,2021-01-23,Brake Replacement,363.0
S108288,C36058,2022-05-25,Spark Plug Replacement,378.0
S108287,C36058,2023-09-04,Air Filter Replacement,222.0
S02567,C00858,2022-01-18,Spark Plug Replacement,357.0
S02566,C00858,2021-09-04,Clutch Replacement,122.0
S83732,C27823,2024-03-18,Wheel Alignment,335.0
S83731,C27823,2021-10-31,Battery Replacement,282.0
S100236,C33347,2022-02-11,Clutch Replacement,246.0
S93702,C31165,2022-06-20,Battery Replacement,195.0
S93703,C31165,2023-09-19,Coolant Flush,339.0
S93701,C31165,2023-11-14,Wheel Alignment,241.0
S43129,C14284,2024-12-26,Air Filter Replacement,209.0
S109116,C36335,2022-04-26,Battery Replacement,459.0
S109113,C36335,2021-08-30,Battery Replacement,356.0
S109115,C36335,2023-05-29,Major Service,50.0
S111692,C37215,2024-08-07,Battery Replacement,444.0
S111690,C37215,2022-11-13,Major Service,187.0
S111693,C37215,2021-11-12,Major Service,489.0
S05693,C01878,2020-11-27,Oil Change,96.0
S05692,C01878,2023-02-15,Oil Change,333.0
S85646,C28474,2023-11-17,Wheel Alignment,349.0
S45365,C15028,2024-08-21,Air Filter Replacement,217.0
S45366,C15028,2023-09-05,Major Service,393.0
S75794,C25165,2023-02-24,Transmission Check,148.0
S68702,C22833,2025-05-21,Battery Replacement,499.0
S68703,C22833,2023-04-11,Air Filter Replacement,136.0
S96433,C32076,2022-01-17,Suspension Check,290.0
S96431,C32076,2021-06-18,Clutch Replacement,494.0
S02893,C00968,2023-08-14,Coolant Flush,274.0
S02895,C00968,2025-08-28,Tire Replacement,265.0
S136608,C45502,2023-11-14,Suspension Check,424.0
S136610,C45502,2021-04-26,Tire Replacement,215.0
S136606,C45502,2025-01-29,Air Filter Replacement,399.0
S02247,C00748,2024-01-07,Suspension Check,439.0
S52411,C17408,2024-05-14,Suspension Check,141.0
S52412,C17408,2024-05-23,Tire Replacement,469.0
S03084,C01033,2024-01-01,Clutch Replacement,184.0
S03086,C01033,2021-05-11,Transmission Check,152.0
S03085,C01033,2025-03-11,Oil Change,339.0
S119415,C39775,2024-09-01,Suspension Check,458.0
S75785,C25161,2025-06-12,Brake Replacement,77.0
S84269,C28011,2023-12-27,Transmission Check,419.0
S15887,C05271,2024-03-12,Clutch Replacement,341.0
S15889,C05271,2024-11-06,Tire Replacement,277.0
S12886,C04284,2023-05-16,Wheel Alignment,128.0
S142662,C47537,2025-08-26,Air Filter Replacement,119.0
S59239,C19680,2023-07-19,Transmission Check,70.0
S43953,C14553,2022-12-01,Suspension Check,364.0
S138655,C46177,2021-08-08,Wheel Alignment,164.0
S138653,C46177,2024-10-20,Transmission Check,311.0
S20399,C06759,2023-10-20,Air Filter Replacement,430.0
S122145,C40682,2025-08-05,Major Service,498.0
S14767,C04904,2024-07-03,Suspension Check,199.0
S14768,C04904,2024-08-04,Coolant Flush,490.0
S14770,C04904,2022-09-20,Wheel Alignment,196.0
S20181,C06694,2022-05-05,Spark Plug Replacement,345.0
S108222,C36040,2021-08-19,Clutch Replacement,157.0
S108223,C36040,2022-10-03,Clutch Replacement,97.0
S61720,C20507,2024-08-21,Battery Replacement,65.0
S61719,C20507,2023-05-17,Oil Change,232.0
S88946,C29571,2025-05-25,Major Service,135.0
S88949,C29571,2023-12-10,Wheel Alignment,452.0
S88947,C29571,2022-07-21,Air Filter Replacement,232.0
S20936,C06936,2024-07-11,Coolant Flush,116.0
S20937,C06936,2025-05-02,Coolant Flush,307.0
S111046,C36999,2022-08-12,Tire Replacement,254.0
S111045,C36999,2021-08-21,Major Service,262.0
S111048,C36999,2022-08-24,Oil Change,360.0
S124385,C41422,2020-09-18,Wheel Alignment,488.0
S124386,C41422,2024-11-21,Oil Change,331.0
S124387,C41422,2021-12-06,Brake Replacement,481.0
S133386,C44420,2021-01-25,Major Service,486.0
S09319,C03076,2020-12-09,Wheel Alignment,283.0
S09320,C03076,2024-10-08,Air Filter Replacement,90.0
S09318,C03076,2023-08-08,Spark Plug Replacement,267.0
S138118,C46001,2025-05-18,Tire Replacement,417.0
S82494,C27405,2024-02-29,Major Service,140.0
S82497,C27405,2020-10-14,Major Service,106.0
S82496,C27405,2022-11-09,Coolant Flush,283.0
S26241,C08676,2025-02-13,Oil Change,174.0
S26242,C08676,2020-09-04,Major Service,163.0
S126687,C42188,2021-05-13,Suspension Check,253.0
S126686,C42188,2025-07-21,Oil Change,302.0
S126685,C42188,2024-11-28,Suspension Check,155.0
S143942,C47960,2025-05-10,Clutch Replacement,71.0
S143941,C47960,2022-07-08,Brake Replacement,186.0
S143939,C47960,2022-11-18,Major Service,87.0
S10761,C03564,2021-04-25,Transmission Check,337.0
S149057,C49674,2022-08-20,Air Filter Replacement,419.0
S149058,C49674,2020-09-13,Spark Plug Replacement,404.0
S80654,C26777,2023-12-21,Suspension Check,61.0
S80655,C26777,2023-06-23,Oil Change,293.0
S144336,C48090,2022-08-04,Brake Replacement,495.0
S144337,C48090,2023-12-19,Spark Plug Replacement,394.0
S06167,C02030,2021-04-26,Suspension Check,499.0
S06171,C02030,2025-01-23,Spark Plug Replacement,189.0
S36885,C12217,2023-06-07,Spark Plug Replacement,139.0
S36881,C12217,2022-05-22,Oil Change,469.0
S36882,C12217,2023-08-27,Coolant Flush,224.0
S21736,C07194,2022-04-17,Brake Replacement,380.0
S21738,C07194,2024-02-16,Transmission Check,272.0
S64088,C21300,2025-03-13,Wheel Alignment,399.0
S64085,C21300,2025-03-25,Oil Change,195.0
S64087,C21300,2022-07-21,Tire Replacement,401.0
S28270,C09355,2022-10-17,Transmission Check,113.0
S28271,C09355,2022-03-04,Brake Replacement,401.0
S38486,C12758,2023-12-18,Brake Replacement,468.0
S07968,C02628,2021-03-18,Battery Replacement,326.0
S88596,C29453,2020-10-29,Spark Plug Replacement,206.0
S136724,C45543,2021-06-11,Brake Replacement,447.0
S02184,C00725,2022-01-28,Major Service,331.0
S02186,C00725,2020-11-23,Major Service,377.0
S77404,C25698,2022-10-18,Clutch Replacement,405.0
S77401,C25698,2022-04-19,Oil Change,228.0
S11600,C03856,2020-12-01,Air Filter Replacement,482.0
S52444,C17419,2022-10-23,Clutch Replacement,430.0
S52443,C17419,2023-05-26,Transmission Check,336.0
S52442,C17419,2023-08-17,Battery Replacement,126.0
S117702,C39197,2023-03-12,Brake Replacement,342.0
S117703,C39197,2023-08-22,Oil Change,232.0
S117701,C39197,2023-10-08,Wheel Alignment,118.0
S48711,C16153,2024-12-24,Clutch Replacement,443.0
S123410,C41089,2022-01-01,Major Service,336.0
S111043,C36998,2024-04-15,Major Service,352.0
S111044,C36998,2021-09-06,Tire Replacement,119.0
S24857,C08221,2023-10-08,Brake Replacement,425.0
S50146,C16648,2023-02-27,Suspension Check,314.0
S44481,C14730,2022-12-22,Wheel Alignment,142.0
S53731,C17842,2023-03-15,Spark Plug Replacement,423.0
S52935,C17583,2024-07-04,Wheel Alignment,459.0
S52933,C17583,2025-08-05,Spark Plug Replacement,198.0
S135096,C44994,2024-10-10,Tire Replacement,430.0
S135099,C44994,2024-09-24,Tire Replacement,190.0
S135097,C44994,2020-09-24,Transmission Check,393.0
S87830,C29195,2021-12-16,Suspension Check,298.0
S98183,C32679,2024-04-30,Transmission Check,179.0
S98185,C32679,2022-11-27,Suspension Check,298.0
S101592,C33809,2022-09-18,Major Service,170.0
S44522,C14742,2025-08-26,Suspension Check,343.0
S44523,C14742,2023-10-25,Wheel Alignment,106.0
S85553,C28443,2024-03-23,Spark Plug Replacement,88.0
S85554,C28443,2022-02-01,Spark Plug Replacement,87.0
S50213,C16676,2023-05-23,Tire Replacement,445.0
S83359,C27698,2021-09-20,Spark Plug Replacement,67.0
S83358,C27698,2020-09-10,Brake Replacement,266.0
S83357,C27698,2021-03-20,Tire Replacement,478.0
S105088,C34986,2024-03-23,Spark Plug Replacement,363.0
S105091,C34986,2023-04-21,Suspension Check,346.0
S105087,C34986,2021-05-03,Coolant Flush,120.0
S139445,C46454,2024-02-08,Spark Plug Replacement,185.0
S38134,C12640,2024-05-17,Brake Replacement,298.0
S10138,C03357,2024-06-01,Suspension Check,466.0
S10135,C03357,2024-01-30,Transmission Check,285.0
S94622,C31480,2021-08-29,Spark Plug Replacement,201.0
S108503,C36123,2022-08-14,Clutch Replacement,280.0
S43913,C14540,2023-02-12,Battery Replacement,403.0
S43912,C14540,2021-02-09,Suspension Check,335.0
S73911,C24544,2023-08-22,Oil Change,374.0
S15356,C05103,2021-11-23,Wheel Alignment,183.0
S15354,C05103,2024-01-09,Air Filter Replacement,233.0
S15357,C05103,2024-06-25,Tire Replacement,191.0
S08460,C02790,2021-07-09,Wheel Alignment,220.0
S113420,C37786,2024-08-22,Major Service,456.0
S113419,C37786,2024-01-14,Transmission Check,68.0
S127349,C42405,2024-11-22,Brake Replacement,72.0
S72900,C24211,2021-10-26,Tire Replacement,368.0
S72902,C24211,2022-10-21,Clutch Replacement,313.0
S72903,C24211,2022-08-08,Wheel Alignment,50.0
S65408,C21747,2023-04-16,Clutch Replacement,378.0
S113995,C37972,2021-10-20,Wheel Alignment,113.0
S10715,C03549,2022-07-30,Battery Replacement,141.0
S18336,C06083,2023-09-26,Spark Plug Replacement,144.0
S18334,C06083,2020-11-15,Battery Replacement,192.0
S77858,C25847,2023-12-13,Spark Plug Replacement,99.0
S77857,C25847,2021-07-30,Tire Replacement,365.0
S77856,C25847,2021-12-05,Major Service,136.0
S42142,C13957,2022-11-26,Brake Replacement,119.0
S42143,C13957,2023-06-26,Clutch Replacement,397.0
S42140,C13957,2023-04-29,Clutch Replacement,72.0
S137726,C45869,2020-09-07,Transmission Check,291.0
S115142,C38338,2024-04-05,Suspension Check,123.0
S115141,C38338,2020-09-01,Brake Replacement,83.0
S115143,C38338,2022-06-12,Wheel Alignment,227.0
S62185,C20651,2021-07-19,Transmission Check,356.0
S62184,C20651,2020-10-01,Spark Plug Replacement,439.0
S107082,C35648,2022-03-11,Clutch Replacement,167.0
S107080,C35648,2020-12-06,Transmission Check,289.0
S63092,C20957,2022-11-25,Suspension Check,208.0
S109137,C36342,2023-11-21,Major Service,323.0
S60077,C19968,2021-03-05,Major Service,226.0
S100871,C33559,2021-08-18,Clutch Replacement,438.0
S100870,C33559,2022-06-26,Air Filter Replacement,294.0
S126677,C42186,2023-06-24,Clutch Replacement,477.0
S127871,C42576,2022-03-19,Major Service,174.0
S127870,C42576,2023-05-04,Suspension Check,358.0
S91998,C30600,2025-04-07,Major Service,427.0
S91997,C30600,2024-05-04,Tire Replacement,467.0
S10405,C03453,2022-02-28,Major Service,266.0
S10406,C03453,2023-06-11,Clutch Replacement,280.0
S143635,C47862,2020-12-02,Wheel Alignment,88.0
S110361,C36763,2025-04-08,Clutch Replacement,204.0
S110363,C36763,2024-11-01,Air Filter Replacement,382.0
S110360,C36763,2021-02-19,Clutch Replacement,202.0
S145634,C48544,2024-01-27,Wheel Alignment,462.0
S65867,C21899,2023-01-22,Coolant Flush,430.0
S65865,C21899,2021-01-21,Major Service,184.0
S65866,C21899,2024-04-04,Coolant Flush,217.0
S132211,C44027,2020-09-30,Transmission Check,494.0
S132212,C44027,2022-09-06,Transmission Check,422.0
S132213,C44027,2024-12-28,Brake Replacement,330.0
S127934,C42598,2025-06-04,Brake Replacement,358.0
S62809,C20862,2024-09-02,Wheel Alignment,471.0
S62808,C20862,2023-11-23,Coolant Flush,480.0
S43759,C14489,2021-01-18,Transmission Check,439.0
S43758,C14489,2023-04-05,Battery Replacement,225.0
S43761,C14489,2024-11-02,Air Filter Replacement,480.0
S64391,C21402,2023-11-11,Coolant Flush,277.0
S44224,C14644,2023-03-10,Brake Replacement,115.0
S44222,C14644,2021-05-15,Suspension Check,459.0
S44223,C14644,2025-03-06,Brake Replacement,494.0
S139410,C46443,2025-04-27,Major Service,243.0
S113496,C37809,2020-11-13,Suspension Check,112.0
S113497,C37809,2025-01-18,Coolant Flush,135.0
S113498,C37809,2025-07-28,Suspension Check,314.0
S136672,C45525,2025-05-08,Suspension Check,262.0
S78781,C26157,2024-05-28,Coolant Flush,68.0
S78844,C26177,2020-10-15,Coolant Flush,494.0
S78846,C26177,2024-06-12,Transmission Check,105.0
S20898,C06921,2023-11-21,Coolant Flush,312.0
S06982,C02305,2025-05-20,Coolant Flush,57.0
S06981,C02305,2022-01-12,Clutch Replacement,152.0
S06980,C02305,2024-06-25,Tire Replacement,167.0
S24134,C07975,2022-05-21,Wheel Alignment,381.0
S33163,C10997,2023-04-06,Transmission Check,271.0
S05015,C01654,2022-07-13,Oil Change,448.0
S05017,C01654,2020-09-06,Wheel Alignment,131.0
S05016,C01654,2025-06-07,Suspension Check,261.0
S57403,C19056,2022-08-07,Tire Replacement,89.0
S118788,C39572,2022-06-05,Coolant Flush,461.0
S03727,C01244,2025-06-24,Clutch Replacement,392.0
S23212,C07680,2025-07-12,Wheel Alignment,470.0
S23208,C07680,2024-06-14,Air Filter Replacement,157.0
S142878,C47604,2023-01-29,Transmission Check,372.0
S142876,C47604,2024-05-31,Battery Replacement,268.0
S142877,C47604,2023-10-04,Transmission Check,65.0
S59399,C19741,2023-04-16,Air Filter Replacement,183.0
S59397,C19741,2022-12-04,Suspension Check,107.0
S59398,C19741,2020-12-23,Coolant Flush,363.0
S123745,C41206,2024-10-16,Clutch Replacement,350.0
S123744,C41206,2022-12-12,Major Service,129.0
S42799,C14183,2024-09-01,Wheel Alignment,291.0
S42800,C14183,2022-10-06,Oil Change,312.0
S31617,C10478,2024-09-13,Major Service,193.0
S129317,C43054,2022-01-28,Air Filter Replacement,72.0
S129318,C43054,2024-10-13,Suspension Check,335.0
S53386,C17731,2023-09-24,Wheel Alignment,99.0
S28068,C09288,2023-12-05,Clutch Replacement,393.0
S28067,C09288,2023-01-27,Coolant Flush,480.0
S66517,C22112,2024-07-11,Spark Plug Replacement,160.0
S66518,C22112,2021-05-10,Battery Replacement,477.0
S88013,C29255,2020-09-19,Coolant Flush,412.0
S88014,C29255,2024-06-15,Tire Replacement,134.0
S88012,C29255,2022-11-02,Oil Change,444.0
S117136,C39006,2021-03-10,Brake Replacement,82.0
S117137,C39006,2022-08-07,Air Filter Replacement,393.0
S123348,C41071,2021-02-28,Clutch Replacement,51.0
S123352,C41071,2020-12-02,Suspension Check,79.0
S81515,C27071,2021-02-01,Major Service,126.0
S87267,C29003,2025-01-01,Major Service,233.0
S127118,C42333,2025-05-18,Oil Change,415.0
S111228,C37060,2025-01-01,Suspension Check,386.0
S111226,C37060,2024-12-19,Suspension Check,252.0
S26914,C08900,2020-11-20,Spark Plug Replacement,385.0
S26913,C08900,2021-10-31,Oil Change,158.0
S46758,C15500,2023-09-14,Clutch Replacement,231.0
S46756,C15500,2023-06-29,Suspension Check,63.0
S119050,C39660,2024-06-27,Major Service,148.0
S104426,C34753,2022-06-17,Clutch Replacement,122.0
S104425,C34753,2024-08-11,Tire Replacement,134.0
S24076,C07957,2025-02-15,Tire Replacement,363.0
S24075,C07957,2022-08-31,Coolant Flush,108.0
S24077,C07957,2021-02-17,Clutch Replacement,189.0
S90389,C30052,2023-02-09,Oil Change,442.0
S90390,C30052,2025-06-27,Suspension Check,59.0
S24816,C08207,2023-02-18,Spark Plug Replacement,138.0
S24819,C08207,2023-12-27,Transmission Check,140.0
S38413,C12734,2024-04-20,Clutch Replacement,435.0
S48508,C16086,2023-07-23,Major Service,236.0
S48507,C16086,2022-05-30,Suspension Check,124.0
S49258,C16343,2024-10-30,Oil Change,412.0
S49257,C16343,2023-03-05,Oil Change,436.0
S49254,C16343,2025-06-27,Tire Replacement,433.0
S99887,C33231,2021-07-14,Transmission Check,252.0
S34656,C11498,2023-03-18,Clutch Replacement,147.0
S34658,C11498,2022-04-26,Battery Replacement,187.0
S34657,C11498,2024-06-29,Air Filter Replacement,114.0
S124638,C41508,2024-12-13,Air Filter Replacement,87.0
S124639,C41508,2025-08-06,Spark Plug Replacement,351.0
S124637,C41508,2021-08-30,Wheel Alignment,133.0
S48774,C16178,2021-08-11,Tire Replacement,95.0
S78129,C25942,2023-12-03,Coolant Flush,440.0
S130195,C43354,2025-08-05,Transmission Check,200.0
S130196,C43354,2024-06-17,Oil Change,274.0
S15762,C05226,2024-10-03,Battery Replacement,256.0
S15760,C05226,2025-06-04,Spark Plug Replacement,297.0
S04666,C01545,2020-09-06,Tire Replacement,488.0
S04667,C01545,2022-02-04,Suspension Check,439.0
S04668,C01545,2021-07-03,Battery Replacement,422.0
S44486,C14732,2022-01-11,Battery Replacement,101.0
S42537,C14085,2021-02-20,Transmission Check,193.0
S133641,C44503,2024-01-27,Oil Change,275.0
S133643,C44503,2024-10-22,Suspension Check,220.0
S133642,C44503,2025-02-28,Wheel Alignment,69.0
S121129,C40348,2020-10-26,Air Filter Replacement,243.0
S75887,C25194,2021-09-30,Air Filter Replacement,236.0
S75888,C25194,2021-07-25,Transmission Check,479.0
S65466,C21767,2020-11-22,Clutch Replacement,383.0
S98413,C32758,2023-03-07,Oil Change,100.0
S98415,C32758,2024-12-27,Tire Replacement,441.0
S98414,C32758,2021-03-10,Major Service,295.0
S138553,C46143,2023-10-20,Brake Replacement,415.0
S79988,C26562,2023-09-23,Spark Plug Replacement,222.0
S79989,C26562,2024-08-31,Battery Replacement,383.0
S79986,C26562,2023-05-31,Air Filter Replacement,163.0
S78605,C26102,2022-02-23,Battery Replacement,117.0
S78606,C26102,2021-11-30,Tire Replacement,144.0
S40056,C13279,2024-09-17,Major Service,398.0
S43881,C14527,2023-12-05,Brake Replacement,457.0
S43880,C14527,2024-06-02,Brake Replacement,425.0
S96086,C31962,2021-12-17,Oil Change,261.0
S96087,C31962,2024-04-04,Wheel Alignment,133.0
S96085,C31962,2025-02-26,Tire Replacement,447.0
S93784,C31194,2025-04-18,Spark Plug Replacement,487.0
S93785,C31194,2023-06-11,Wheel Alignment,115.0
S33242,C11027,2023-06-11,Coolant Flush,157.0
S26502,C08764,2025-03-27,Oil Change,131.0
S26504,C08764,2025-04-25,Major Service,80.0
S26501,C08764,2023-08-08,Transmission Check,464.0
S33801,C11213,2025-07-16,Spark Plug Replacement,306.0
S33803,C11213,2022-09-22,Major Service,362.0
S10580,C03508,2023-12-14,Clutch Replacement,149.0
S10578,C03508,2025-05-06,Wheel Alignment,239.0
