AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A28084,C18702,2021-04-21,Side swipe from passing vehicle,2089.0,Major
A07597,C05101,2021-10-11,Damage from pothole incident,4042.0,Minor
A07598,C05101,2021-04-24,Tire puncture during accident,1622.0,Severe
A07599,C05101,2021-09-08,Rear-end hit at traffic light,1202.0,Major
A24437,C16265,2024-02-18,Hood dent from minor crash,2515.0,Minor
A20035,C13290,2025-03-23,Minor collision at roundabout,2499.0,Major
A18858,C12497,2023-03-19,Minor parking lot accident,1184.0,Minor
A61262,C40715,2022-11-24,Front-end collision,557.0,Major
A61263,C40715,2024-04-16,Rear-end hit at traffic light,3004.0,Severe
A13263,C08808,2024-10-13,Tire puncture during accident,1922.0,Moderate
A13264,C08808,2023-02-03,Parking lot scrape,560.0,Moderate
A00946,C00656,2024-04-02,Door dent from tight parking,3407.0,Severe
A04605,C03119,2022-06-23,Windshield damage,3072.0,Severe
A17128,C11360,2021-10-28,Front-end collision,522.0,Major
A13019,C08648,2021-05-05,Damage from pothole incident,3816.0,Minor
A70613,C46968,2023-09-30,Collision with pole,110.0,Major
A70614,C46968,2023-01-01,Windshield damage,2885.0,Minor
A70615,C46968,2023-03-30,Hood dent from minor crash,2880.0,Minor
A04999,C03383,2021-07-05,Rear-end hit at traffic light,1550.0,Major
A05000,C03383,2021-04-12,Windshield damage,2838.0,Severe
A05001,C03383,2024-12-18,Minor fender bender,2578.0,Minor
A08146,C05458,2022-11-05,Front bumper scrape,644.0,Moderate
A04291,C02909,2022-06-09,Head-on collision,2869.0,Minor
A04292,C02909,2021-09-15,Minor collision at roundabout,3410.0,Severe
A04293,C02909,2020-12-28,Tire puncture during accident,211.0,Major
A05164,C03489,2021-05-03,Fender scratch from curb,2515.0,Minor
A05165,C03489,2024-08-12,Door dent from tight parking,4622.0,Severe
A32964,C21956,2024-09-29,Minor fender bender,2158.0,Moderate
A32965,C21956,2022-02-19,Door dent from tight parking,1809.0,Major
A32966,C21956,2022-08-10,Accident on slippery road,2355.0,Minor
A13093,C08693,2024-06-09,Front-end collision,4554.0,Moderate
A13094,C08693,2024-11-19,Parking lot scrape,1405.0,Moderate
A10138,C06748,2021-11-09,Parking lot scrape,1240.0,Severe
A45617,C30380,2023-08-26,Minor parking lot accident,2069.0,Major
A45618,C30380,2025-05-28,Side mirror broken,3614.0,Moderate
A39319,C26143,2022-06-21,Tire puncture during accident,4090.0,Minor
A39320,C26143,2021-08-22,Front-end collision,3195.0,Major
A39321,C26143,2021-01-23,Rear quarter panel dent,1538.0,Moderate
A45945,C30597,2023-03-05,Parking lot scrape,3846.0,Major
A45946,C30597,2022-02-07,Collision with pole,3096.0,Major
A45947,C30597,2023-06-27,Door dent from tight parking,4916.0,Moderate
A36071,C24033,2022-09-30,Tire puncture during accident,2797.0,Severe
A36072,C24033,2025-08-29,Damage from pothole incident,4422.0,Major
A36073,C24033,2023-12-23,Accident on slippery road,615.0,Severe
A68174,C45348,2025-05-14,Minor fender bender,502.0,Moderate
A68175,C45348,2025-01-21,Tire puncture during accident,2634.0,Severe
A68176,C45348,2025-02-17,Damage from pothole incident,3705.0,Moderate
A72517,C48205,2020-09-27,Damage from pothole incident,3875.0,Major
A72518,C48205,2021-07-02,Head-on collision,3335.0,Minor
A72519,C48205,2024-07-17,Minor fender bender,168.0,Severe
A51075,C34005,2020-12-13,Fender scratch from curb,1458.0,Severe
A14632,C09710,2022-05-30,Windshield damage,1127.0,Severe
A14633,C09710,2023-09-05,Rear quarter panel dent,1941.0,Moderate
A18666,C12377,2021-01-18,Minor collision at roundabout,1797.0,Minor
A18667,C12377,2023-08-09,Side mirror broken,114.0,Severe
A18668,C12377,2023-05-21,Minor parking lot accident,3117.0,Major
A53384,C35541,2021-05-02,Windshield damage,756.0,Major
A53385,C35541,2024-04-19,Minor parking lot accident,1579.0,Severe
A53386,C35541,2025-05-02,Side swipe from passing vehicle,1920.0,Moderate
A40042,C26609,2025-03-16,Parking lot scrape,905.0,Moderate
A40043,C26609,2022-09-20,Door dent from tight parking,704.0,Severe
A74460,C49490,2024-10-23,Hood dent from minor crash,2363.0,Major
A74461,C49490,2021-03-24,Side panel scratch,1132.0,Severe
A30389,C20228,2020-11-23,Parking lot scrape,3426.0,Major
A30390,C20228,2025-08-19,Front-end collision,3152.0,Severe
A36651,C24416,2022-12-11,Parking lot scrape,4062.0,Minor
A36652,C24416,2022-11-05,Accident on slippery road,1612.0,Moderate
A36653,C24416,2023-02-08,Side panel scratch,117.0,Moderate
A24476,C16306,2024-12-28,Head-on collision,3149.0,Severe
A69056,C45931,2021-08-31,Side swipe from passing vehicle,1039.0,Major
A69057,C45931,2021-11-19,Accident on slippery road,4803.0,Moderate
A01975,C01371,2025-09-01,Rear bumper collision,4623.0,Major
A01976,C01371,2024-05-19,Minor collision at roundabout,2730.0,Severe
A01977,C01371,2024-03-26,Parking lot scrape,596.0,Severe
A71847,C47771,2022-11-15,Minor collision at roundabout,4548.0,Severe
A71848,C47771,2021-05-12,Front bumper scrape,1119.0,Major
A19043,C12617,2023-01-20,Front bumper scrape,4933.0,Major
A19044,C12617,2022-11-06,Hood dent from minor crash,2632.0,Severe
A52727,C35120,2024-06-09,Damage from pothole incident,4202.0,Severe
A52728,C35120,2021-01-14,Tire puncture during accident,1924.0,Major
A51831,C34499,2024-07-28,Head-on collision,2195.0,Minor
A51832,C34499,2022-08-23,Rear quarter panel dent,190.0,Moderate
A12429,C08242,2022-08-19,Rear bumper collision,319.0,Minor
A74645,C49615,2025-01-03,Rear-end hit at traffic light,4568.0,Minor
A74646,C49615,2022-10-28,Rear bumper collision,3920.0,Minor
A31247,C20823,2024-05-10,Scratched paint on rear bumper,2117.0,Severe
A28547,C19019,2022-02-15,Parking lot scrape,2425.0,Severe
A28548,C19019,2020-09-24,Hood dent from minor crash,567.0,Major
A28549,C19019,2024-08-10,Accident on slippery road,1801.0,Moderate
A08490,C05689,2022-05-13,Windshield damage,4335.0,Moderate
A53677,C35731,2022-12-30,Minor collision at roundabout,4384.0,Moderate
A53678,C35731,2023-12-13,Tire puncture during accident,370.0,Severe
A53679,C35731,2024-08-25,Side mirror broken,3980.0,Major
A38726,C25754,2022-09-08,Side swipe from passing vehicle,1140.0,Moderate
A54477,C36279,2024-01-07,Rear quarter panel dent,4561.0,Severe
A54478,C36279,2021-04-28,Minor collision at roundabout,3281.0,Severe
A54479,C36279,2025-03-28,Rear-end hit at traffic light,4560.0,Minor
A36441,C24271,2024-10-16,Side swipe from passing vehicle,3993.0,Severe
A14090,C09368,2025-05-30,Side panel scratch,1356.0,Minor
A14091,C09368,2024-03-25,Side panel scratch,1679.0,Major
A51749,C34444,2024-07-07,Rear quarter panel dent,2441.0,Minor
A51750,C34444,2025-07-06,Rear bumper collision,2290.0,Major
A29605,C19705,2021-07-22,Scratched paint on rear bumper,1438.0,Minor
A60435,C40162,2025-01-18,Front bumper scrape,1006.0,Minor
A60436,C40162,2022-08-10,Accident on slippery road,3587.0,Moderate
A12654,C08386,2021-04-06,Side mirror broken,938.0,Major
A12655,C08386,2022-08-14,Minor parking lot accident,2944.0,Major
A44973,C29948,2021-07-15,Rear bumper collision,3356.0,Moderate
A44974,C29948,2021-10-04,Minor parking lot accident,3331.0,Moderate
A54926,C36566,2022-07-23,Collision with pole,3043.0,Severe
A54927,C36566,2021-03-07,Rear quarter panel dent,1651.0,Minor
A54928,C36566,2022-05-15,Accident on slippery road,3791.0,Minor
A69719,C46375,2022-10-09,Minor parking lot accident,3606.0,Severe
A06402,C04305,2022-04-28,Damage from pothole incident,4608.0,Severe
A06403,C04305,2025-04-26,Hood dent from minor crash,2732.0,Minor
A00172,C00111,2021-01-17,Rear bumper collision,3472.0,Minor
A00173,C00111,2022-09-06,Side panel scratch,4233.0,Major
A63640,C42273,2021-12-25,Fender scratch from curb,969.0,Moderate
A50003,C33300,2022-03-08,Minor collision at roundabout,3140.0,Minor
A50004,C33300,2022-11-14,Front bumper scrape,3523.0,Major
A50005,C33300,2025-02-12,Minor parking lot accident,4698.0,Major
A44680,C29736,2021-05-04,Damage from pothole incident,4576.0,Moderate
A44681,C29736,2021-07-05,Parking lot scrape,2550.0,Minor
A61029,C40563,2023-02-18,Rear bumper collision,4451.0,Minor
A04175,C02837,2023-07-03,Minor fender bender,1948.0,Minor
A32331,C21545,2021-05-21,Rear bumper collision,121.0,Minor
A32332,C21545,2021-03-14,Fender scratch from curb,2557.0,Moderate
A25941,C17279,2021-01-15,Side mirror broken,290.0,Minor
A25942,C17279,2020-09-21,Front-end collision,3675.0,Severe
A02224,C01558,2021-06-09,Fender scratch from curb,1965.0,Major
A24105,C16029,2023-10-23,Collision with pole,4066.0,Major
A24761,C16484,2021-01-15,Rear bumper collision,930.0,Severe
A24762,C16484,2025-03-30,Parking lot scrape,2164.0,Major
A24763,C16484,2023-12-11,Tire puncture during accident,4443.0,Moderate
A74736,C49682,2023-02-13,Accident on slippery road,3102.0,Major
A67060,C44562,2024-11-17,Hood dent from minor crash,3417.0,Minor
A00170,C00110,2022-10-03,Side swipe from passing vehicle,1947.0,Severe
A00171,C00110,2022-01-11,Hood dent from minor crash,3447.0,Major
A63491,C42166,2025-04-29,Minor fender bender,2508.0,Major
A64126,C42586,2025-04-20,Minor collision at roundabout,2913.0,Moderate
A42564,C28317,2023-02-18,Minor fender bender,4190.0,Minor
A42565,C28317,2022-10-29,Minor collision at roundabout,1990.0,Moderate
A42566,C28317,2022-01-09,Fender scratch from curb,4506.0,Major
A01232,C00844,2022-02-06,Front bumper scrape,3188.0,Severe
A01233,C00844,2020-10-17,Side swipe from passing vehicle,2313.0,Major
A01234,C00844,2024-10-28,Head-on collision,2457.0,Major
A03805,C02602,2024-04-23,Tire puncture during accident,2406.0,Moderate
A52806,C35167,2023-03-03,Rear bumper collision,351.0,Major
A52807,C35167,2024-07-29,Side panel scratch,2340.0,Severe
A23755,C15786,2021-06-09,Head-on collision,3778.0,Minor
A72637,C48270,2022-04-25,Minor parking lot accident,1008.0,Major
A20305,C13478,2025-08-24,Side panel scratch,1829.0,Major
A20306,C13478,2023-01-09,Collision with pole,795.0,Moderate
A57376,C38191,2021-01-27,Front-end collision,2541.0,Minor
A57377,C38191,2021-05-29,Windshield damage,4508.0,Minor
A17446,C11579,2025-07-05,Door dent from tight parking,2455.0,Major
A17447,C11579,2024-07-16,Door dent from tight parking,175.0,Severe
A24638,C16404,2022-10-15,Parking lot scrape,319.0,Severe
A54410,C36231,2024-06-28,Side mirror broken,4406.0,Moderate
A54411,C36231,2021-02-21,Minor fender bender,2914.0,Minor
A54412,C36231,2022-06-13,Door dent from tight parking,1567.0,Major
A61672,C40991,2024-10-25,Minor collision at roundabout,988.0,Major
A61673,C40991,2025-08-09,Fender scratch from curb,3048.0,Moderate
A31807,C21188,2025-08-04,Rear quarter panel dent,376.0,Severe
A31808,C21188,2025-07-27,Hood dent from minor crash,1106.0,Major
A31809,C21188,2020-09-05,Accident on slippery road,3478.0,Severe
A11319,C07541,2022-09-03,Scratched paint on rear bumper,1957.0,Severe
A11320,C07541,2024-12-25,Side panel scratch,4649.0,Moderate
A49822,C33179,2024-09-14,Rear-end hit at traffic light,3884.0,Moderate
A49823,C33179,2022-03-04,Rear-end hit at traffic light,2463.0,Severe
A49824,C33179,2025-07-23,Minor fender bender,4617.0,Moderate
A27705,C18447,2021-04-11,Rear bumper collision,4200.0,Minor
A16309,C10818,2023-09-27,Minor parking lot accident,631.0,Severe
A73789,C49038,2021-03-06,Side mirror broken,4451.0,Minor
A73790,C49038,2020-12-15,Fender scratch from curb,2353.0,Minor
A73791,C49038,2025-07-02,Scratched paint on rear bumper,3858.0,Major
A03635,C02496,2021-01-02,Rear quarter panel dent,3866.0,Severe
A03636,C02496,2024-01-20,Windshield damage,3913.0,Severe
A09643,C06429,2024-05-01,Hood dent from minor crash,3686.0,Moderate
A09644,C06429,2021-05-25,Rear quarter panel dent,4536.0,Minor
A13995,C09302,2023-01-19,Side mirror broken,2664.0,Major
A13996,C09302,2022-02-02,Side panel scratch,2342.0,Major
A13997,C09302,2025-09-01,Side swipe from passing vehicle,1452.0,Minor
A39870,C26504,2022-12-26,Minor fender bender,3397.0,Severe
A39871,C26504,2024-02-20,Accident on slippery road,2229.0,Severe
A54155,C36046,2025-02-20,Rear-end hit at traffic light,2329.0,Moderate
A34522,C23003,2024-06-07,Rear-end hit at traffic light,3419.0,Minor
A34523,C23003,2021-03-03,Fender scratch from curb,4488.0,Severe
A27307,C18183,2020-09-17,Accident on slippery road,3812.0,Major
A05708,C03837,2022-12-09,Side mirror broken,1918.0,Major
A15284,C10128,2021-11-01,Side swipe from passing vehicle,4325.0,Major
A15285,C10128,2025-07-30,Head-on collision,4972.0,Major
A11439,C07617,2021-01-14,Minor collision at roundabout,3733.0,Minor
A11440,C07617,2020-12-25,Minor parking lot accident,4342.0,Major
A42826,C28494,2021-04-24,Front bumper scrape,2638.0,Minor
A42827,C28494,2024-08-24,Accident on slippery road,426.0,Minor
A42828,C28494,2024-01-09,Collision with pole,3632.0,Major
A02657,C01827,2023-03-31,Minor collision at roundabout,443.0,Moderate
A02658,C01827,2022-05-02,Accident on slippery road,1586.0,Severe
A72115,C47937,2022-07-03,Front bumper scrape,514.0,Severe
A72116,C47937,2025-05-15,Rear bumper collision,3474.0,Moderate
A72117,C47937,2024-04-03,Side mirror broken,1352.0,Severe
A45193,C30101,2023-05-08,Side swipe from passing vehicle,2192.0,Major
A45194,C30101,2022-01-03,Minor collision at roundabout,555.0,Minor
A20277,C13460,2022-12-06,Collision with pole,3761.0,Major
A20278,C13460,2022-08-02,Collision with pole,3840.0,Minor
A16134,C10690,2023-09-23,Side swipe from passing vehicle,2384.0,Moderate
A69425,C46174,2025-01-30,Front-end collision,1552.0,Moderate
A39799,C26455,2023-09-29,Rear quarter panel dent,1409.0,Minor
A39800,C26455,2023-05-26,Minor collision at roundabout,4207.0,Moderate
A56472,C37582,2025-01-28,Rear quarter panel dent,2902.0,Minor
A56473,C37582,2022-07-16,Door dent from tight parking,4457.0,Moderate
A56474,C37582,2025-03-27,Accident on slippery road,1266.0,Moderate
A29642,C19737,2021-07-15,Rear-end hit at traffic light,1716.0,Moderate
A29643,C19737,2023-10-05,Side swipe from passing vehicle,3870.0,Major
A29644,C19737,2024-10-20,Front-end collision,1639.0,Severe
A36044,C24013,2021-12-13,Side mirror broken,2416.0,Minor
A36045,C24013,2024-12-04,Minor parking lot accident,3557.0,Minor
A02945,C02013,2023-03-28,Rear bumper collision,1805.0,Minor
A20053,C13300,2021-04-27,Scratched paint on rear bumper,3531.0,Minor
A20054,C13300,2021-08-12,Head-on collision,419.0,Minor
A40904,C27194,2020-11-20,Front-end collision,4671.0,Major
A40905,C27194,2024-01-28,Side swipe from passing vehicle,3022.0,Severe
A01081,C00743,2022-04-23,Damage from pothole incident,1748.0,Major
A01082,C00743,2022-07-17,Front-end collision,4953.0,Severe
A02393,C01672,2023-09-01,Head-on collision,3800.0,Moderate
A02394,C01672,2024-03-28,Parking lot scrape,1563.0,Major
A02395,C01672,2024-03-07,Accident on slippery road,879.0,Major
A35308,C23504,2022-12-20,Windshield damage,3278.0,Major
A27402,C18239,2024-04-26,Minor collision at roundabout,398.0,Severe
A55186,C36750,2020-09-11,Rear quarter panel dent,3405.0,Major
A73206,C48658,2024-04-14,Minor parking lot accident,4501.0,Severe
A73207,C48658,2024-09-01,Side mirror broken,1049.0,Severe
A73208,C48658,2023-02-25,Windshield damage,4234.0,Major
A34362,C22902,2021-06-01,Rear bumper collision,3098.0,Severe
A34363,C22902,2024-07-12,Rear bumper collision,4244.0,Minor
A74792,C49735,2025-01-13,Fender scratch from curb,1602.0,Major
A74793,C49735,2020-10-06,Parking lot scrape,3504.0,Minor
A13925,C09254,2024-11-11,Scratched paint on rear bumper,1685.0,Severe
A70686,C47016,2025-06-17,Minor collision at roundabout,1628.0,Moderate
A70687,C47016,2020-10-04,Windshield damage,1105.0,Minor
A70688,C47016,2021-04-15,Parking lot scrape,1640.0,Minor
A35866,C23901,2023-09-27,Windshield damage,3230.0,Major
A35867,C23901,2024-01-26,Side panel scratch,2048.0,Severe
A09611,C06408,2025-01-25,Front-end collision,4732.0,Severe
A09612,C06408,2025-01-23,Damage from pothole incident,1029.0,Moderate
A09613,C06408,2021-08-01,Damage from pothole incident,2950.0,Moderate
A43961,C29247,2022-12-03,Minor parking lot accident,1625.0,Severe
A43962,C29247,2023-09-19,Head-on collision,2494.0,Major
A43963,C29247,2021-06-09,Head-on collision,2511.0,Minor
A00316,C00220,2024-09-14,Rear quarter panel dent,2822.0,Moderate
A00317,C00220,2025-08-10,Scratched paint on rear bumper,1998.0,Minor
A00318,C00220,2021-10-17,Parking lot scrape,1248.0,Major
A21591,C14327,2021-08-02,Scratched paint on rear bumper,2512.0,Severe
A05508,C03703,2021-10-01,Minor parking lot accident,1190.0,Moderate
A10237,C06811,2024-09-25,Rear bumper collision,3169.0,Moderate
A37293,C24851,2023-01-04,Minor fender bender,1738.0,Severe
A37294,C24851,2023-12-01,Minor fender bender,1175.0,Minor
A37295,C24851,2021-03-13,Minor fender bender,254.0,Major
A18049,C11973,2025-07-04,Accident on slippery road,1636.0,Minor
A03332,C02290,2023-11-15,Side panel scratch,194.0,Severe
A03333,C02290,2024-08-01,Scratched paint on rear bumper,4777.0,Severe
A03334,C02290,2024-08-27,Side panel scratch,565.0,Major
A27996,C18642,2021-08-30,Door dent from tight parking,1292.0,Major
A27997,C18642,2023-12-19,Door dent from tight parking,1162.0,Moderate
A59698,C39678,2023-05-26,Parking lot scrape,4551.0,Severe
A59699,C39678,2023-11-29,Minor fender bender,2439.0,Severe
A44981,C29952,2020-11-14,Tire puncture during accident,3685.0,Moderate
A44982,C29952,2022-12-25,Tire puncture during accident,1585.0,Minor
A44983,C29952,2025-08-07,Door dent from tight parking,2711.0,Minor
A08302,C05564,2023-02-25,Rear-end hit at traffic light,2240.0,Major
A08303,C05564,2023-07-22,Rear quarter panel dent,3214.0,Minor
A08304,C05564,2025-06-17,Rear quarter panel dent,3695.0,Severe
A47273,C31486,2021-05-12,Head-on collision,2592.0,Moderate
A47274,C31486,2021-05-05,Hood dent from minor crash,3894.0,Minor
A38736,C25760,2025-07-03,Door dent from tight parking,695.0,Major
A26490,C17639,2025-07-12,Head-on collision,4117.0,Major
A26491,C17639,2024-03-02,Door dent from tight parking,4534.0,Severe
A26492,C17639,2020-10-14,Hood dent from minor crash,3278.0,Severe
A33924,C22608,2021-09-02,Side mirror broken,3006.0,Severe
A33925,C22608,2023-12-29,Side panel scratch,3075.0,Minor
A33926,C22608,2025-06-29,Minor parking lot accident,1105.0,Major
A53287,C35479,2022-08-21,Rear bumper collision,3960.0,Severe
A53288,C35479,2024-10-29,Front bumper scrape,4919.0,Major
A53289,C35479,2024-10-11,Front bumper scrape,4875.0,Minor
A24168,C16078,2021-05-11,Fender scratch from curb,1553.0,Minor
A24169,C16078,2022-01-20,Side panel scratch,109.0,Moderate
A24170,C16078,2021-08-22,Front bumper scrape,3397.0,Major
A47706,C31768,2023-08-15,Side swipe from passing vehicle,3557.0,Minor
A47707,C31768,2021-02-22,Windshield damage,1656.0,Severe
A02584,C01787,2023-01-19,Door dent from tight parking,1975.0,Minor
A02585,C01787,2024-05-17,Head-on collision,4139.0,Minor
A02586,C01787,2025-07-19,Side swipe from passing vehicle,774.0,Major
A25955,C17292,2022-02-22,Rear-end hit at traffic light,2779.0,Minor
A25956,C17292,2020-12-03,Accident on slippery road,2655.0,Severe
